REPORTE GESTION DE LOCALIZACION DE BOLSINES IDA 05/12/2017 10:58

EVENTO: BOLSINES GENERADOS EN ACARA - Destino: REGISTRO AUTOMOTOR

desde 04/12/2017   hasta 04/12/2017

CODIGO DESTINO;TIPO DESTINO;DESCRIPCION DESTINO;USUARIO EVENTO;FECHA/HORA EVENTO;ID T&T;NRO.PRECINTO;FACTURA(INTERNO ACARA);PESO ACARA;PESO MAILROOM;ULTIMO ESTADO EN VEDIA;NRO.GUIA
6013;R;RESISTENCIA 04             (H);0KM;04/12/2017 07:34:20;PP030413650AR;512198;c201700245740;3,925;3,815;EXPEDIDO;18969
6013;R;RESISTENCIA 04             (H);VERDES;04/12/2017 13:13:15;PP030417815AR;986604;C201700245602;5,285;5,295;EXPEDIDO;18973
6013;R;RESISTENCIA 04             (H);0KM;04/12/2017 13:39:58;PP030421395AR;;C201700245832;8,450;5,055;EXPEDIDO;18972
6013;R;RESISTENCIA 04             (H);0KM;04/12/2017 13:40:07;PP030421435AR;;C201700245832;8,465;8,495;EXPEDIDO;18972
7001;R;COMODORO RIVADAVIA 01 A    (U);VERDES;04/12/2017 13:41:59;PP030421792AR;1595546;cca328314;0,225;0,225;EXPEDIDO;18973
7002;R;ESQUEL 01 A MAVI           (U);VERDES;04/12/2017 13:28:36;PP030419175AR;986207;C201700245603;2,655;2,825;EXPEDIDO;18973
7003;R;RAWSON 01 A                (U);VERDES;04/12/2017 13:29:44;PP030419374AR;986261;C201700245604;1,260;1,455;EXPEDIDO;18973
7005;R;COMODORO RIVADAVIA 02 B    (U);0KM;04/12/2017 08:04:54;PP030414955AR;512050;c201700245741;6,505;6,485;EXPEDIDO;18969
7005;R;COMODORO RIVADAVIA 02 B    (U);0KM;04/12/2017 08:05:03;PP030414978AR;512047;c201700245741;6,425;6,550;EXPEDIDO;18969
7005;R;COMODORO RIVADAVIA 02 B    (U);VERDES;04/12/2017 13:17:42;PP030418192AR;986289;C201700245605;10,505;10,855;EXPEDIDO;18973
7005;R;COMODORO RIVADAVIA 02 B    (U);VERDES;04/12/2017 13:17:53;PP030418215AR;986294;C201700245605;7,490;7,570;EXPEDIDO;18973
7005;R;COMODORO RIVADAVIA 02 B    (U);0KM;04/12/2017 14:08:31;PP030423396AR;512072;C201700245873;14,665;14,645;EXPEDIDO;18976
7005;R;COMODORO RIVADAVIA 02 B    (U);0KM;04/12/2017 14:08:50;PP030423436AR;512087;C201700245873;14,635;15,165;EXPEDIDO;18976
7009;R;COMODORO RIVADAVIA 3       (U);0KM;04/12/2017 07:35:43;PP030413717AR;512195;c201700245742;1,445;1,485;EXPEDIDO;18969
7009;R;COMODORO RIVADAVIA 3       (U);PACK;04/12/2017 11:45:19;PP030416112AR;174543;A201700020110;0,415;0,365;EXPEDIDO;18970
7009;R;COMODORO RIVADAVIA 3       (U);VERDES;04/12/2017 13:29:03;PP030419238AR;986282;C201700245606;1,975;1,970;EXPEDIDO;18973
7009;R;COMODORO RIVADAVIA 3       (U);0KM;04/12/2017 13:42:38;PP030421894AR;;C201700245833;8,490;8,475;EXPEDIDO;18972
7014;R;COMODORO RIVADAVIA Nº6;PACK;04/12/2017 11:50:03;PP030416894AR;512302;A201700020135;0,365;0,300;EXPEDIDO;18970
8004;R;CONCORDIA 01               (E);0KM;04/12/2017 07:36:32;PP030413751AR;512154;c201700245743;5,230;5,250;EXPEDIDO;18969
8004;R;CONCORDIA 01               (E);0KM;04/12/2017 13:40:24;PP030421470AR;;C201700245834;8,460;8,485;EXPEDIDO;18972
8004;R;CONCORDIA 01               (E);0KM;04/12/2017 13:40:30;PP030421497AR;;C201700245834;8,430;8,480;EXPEDIDO;18972
8004;R;CONCORDIA 01               (E);0KM;04/12/2017 13:40:37;PP030421510AR;;C201700245834;8,455;8,485;EXPEDIDO;18972
8007;R;GUALEGUAY 01               (E);VERDES;04/12/2017 13:28:52;PP030419215AR;986257;C201700245610;1,410;1,375;EXPEDIDO;18973
8007;R;GUALEGUAY 01               (E);VERDES;04/12/2017 13:29:12;PP030419255AR;986255;C201700245609;0,880;0,875;EXPEDIDO;18973
8007;R;GUALEGUAY 01               (E);0KM;04/12/2017 13:42:25;PP030421850AR;;C201700245835;8,455;8,315;EXPEDIDO;18972
8010;R;NOGOYA 01 A                (E);VERDES;04/12/2017 13:31:34;PP030419754AR;986242;C201700245611;4,550;4,600;EXPEDIDO;18973
9002;R;EL COLORADO 01 A           (P);0KM;04/12/2017 07:36:51;PP030413779AR;512155;c201700245744;1,415;1,650;EXPEDIDO;18969
9002;R;EL COLORADO 01 A           (P);VERDES;04/12/2017 13:29:23;PP030419290AR;986283;C201700245612;1,190;1,185;EXPEDIDO;18973
9002;R;EL COLORADO 01 A           (P);0KM;04/12/2017 14:22:51;PP030424670AR;512097;C201700245874;5,925;5,985;EXPEDIDO;18976
9005;R;FORMOSA 03                 (P);VERDES;04/12/2017 13:31:50;PP030419811AR;986237;C201700245613;10,010;10,040;EXPEDIDO;18973
10003;R;SAN SALVADOR JUJUY 01      (Y);0KM;04/12/2017 07:45:34;PP030414173AR;512162;c201700245745;2,855;2,760;EXPEDIDO;18969
10003;R;SAN SALVADOR JUJUY 01      (Y);VERDES;04/12/2017 13:29:34;PP030419330AR;986279;C201700245617;0,665;0,880;EXPEDIDO;18973
10003;R;SAN SALVADOR JUJUY 01      (Y);VERDES;04/12/2017 13:29:55;PP030419414AR;986251;C201700245616;0,685;0,695;EXPEDIDO;18973
10003;R;SAN SALVADOR JUJUY 01      (Y);VERDES;04/12/2017 13:30:06;PP030419459AR;986224;C201700245615;0,895;1,155;EXPEDIDO;18973
10003;R;SAN SALVADOR JUJUY 01      (Y);VERDES;04/12/2017 13:30:26;PP030419555AR;986262;C201700245614;0,675;0,775;EXPEDIDO;18973
13004;R;SAN RAFAEL 01              (M);PACK;04/12/2017 11:45:35;PP030416174AR;174626;A201700020111;0,875;0,785;EXPEDIDO;18970
13004;R;SAN RAFAEL 01              (M);PACK;04/12/2017 11:50:15;PP030416917AR;512352;A201700020139;0,365;0,295;EXPEDIDO;18970
13004;R;SAN RAFAEL 01              (M);PACK;04/12/2017 11:51:34;PP030417016AR;512305;M201700000474;0,885;0,905;EXPEDIDO;18970
13004;R;SAN RAFAEL 01              (M);VERDES;04/12/2017 13:30:15;PP030419493AR;986285;C201700245618;2,145;2,125;EXPEDIDO;18973
13015;R;MENDOZA 09                 (M);PACK;04/12/2017 11:52:28;PP030417095AR;174738;M201700000475;1,805;1,720;EXPEDIDO;18970
13015;R;MENDOZA 09                 (M);VERDES;04/12/2017 13:25:01;PP030418674AR;986214;C201700245619;7,665;7,685;EXPEDIDO;18973
13016;R;MENDOZA 10                 (M);PACK;04/12/2017 11:47:40;PP030416611AR;512389;A201700020136;0,375;0,295;EXPEDIDO;18970
13028;R;MENDOZA 16                 (M);VERDES;04/12/2017 13:27:56;PP030419079AR;986265;C201700245621;2,235;2,270;EXPEDIDO;18973
14001;R;APOSTOLES 01 A             (N);0KM;04/12/2017 07:37:14;PP030413796AR;512171;c201700245746;5,215;5,235;EXPEDIDO;18969
14001;R;APOSTOLES 01 A             (N);VERDES;04/12/2017 13:30:38;PP030419595AR;986295;C201700245622;0,935;0,960;EXPEDIDO;18973
14001;R;APOSTOLES 01 A             (N);0KM;04/12/2017 14:03:59;PP030422855AR;512064;C201700245875;8,855;8,865;EXPEDIDO;18976
14002;R;ELDORADO 01 A MAVI         (N);VERDES;04/12/2017 13:28:15;PP030419119AR;986259;C201700245623;4,735;4,725;EXPEDIDO;18973
14005;R;SAN IGNACIO 01 A           (N);0KM;04/12/2017 07:38:22;PP030413853AR;512160;c201700245747;2,695;2,705;EXPEDIDO;18969
14005;R;SAN IGNACIO 01 A           (N);VERDES;04/12/2017 13:27:45;PP030419051AR;986280;C201700245624;3,305;3,455;EXPEDIDO;18973
14011;R;PUERTO IGUAZU 01 A         (N);0KM;04/12/2017 07:37:35;PP030413819AR;512137;c201700245748;2,680;2,725;EXPEDIDO;18969
14011;R;PUERTO IGUAZU 01 A         (N);VERDES;04/12/2017 13:27:07;PP030418952AR;986273;C201700245625;2,345;2,325;EXPEDIDO;18973
14011;R;PUERTO IGUAZU 01 A         (N);0KM;04/12/2017 14:24:25;PP030424754AR;512099;C201700245876;6,035;5,985;EXPEDIDO;18976
14013;R;POSADAS 4                  (N);0KM;04/12/2017 07:57:57;PP030414672AR;512037;c201700245749;1,435;1,475;EXPEDIDO;18969
14013;R;POSADAS 4                  (N);VERDES;04/12/2017 13:25:29;PP030418714AR;986206;C201700245626;1,745;1,755;EXPEDIDO;18973
14013;R;POSADAS 4                  (N);0KM;04/12/2017 13:40:45;PP030421554AR;;C201700245836;8,445;8,315;EXPEDIDO;18972
15001;R;NEUQUEN 01                 (Q);VERDES;04/12/2017 13:31:21;PP030419710AR;986258;C201700245627;5,725;5,800;EXPEDIDO;18973
15002;R;SAN M.DE LOS ANDES 1 A MAVI(Q);0KM;04/12/2017 07:37:53;PP030413836AR;512182;c201700245750;4,010;4,035;EXPEDIDO;18969
15002;R;SAN M.DE LOS ANDES 1 A MAVI(Q);PACK;04/12/2017 13:16:40;PP030418095AR;174551;rep. caratula;0,295;0,235;EXPEDIDO;18971
15002;R;SAN M.DE LOS ANDES 1 A MAVI(Q);VERDES;04/12/2017 13:24:29;PP030418630AR;986223;C201700245628;6,945;7,015;EXPEDIDO;18973
15002;R;SAN M.DE LOS ANDES 1 A MAVI(Q);0KM;04/12/2017 13:40:57;PP030421571AR;;C201700245837;8,440;8,755;EXPEDIDO;18972
15002;R;SAN M.DE LOS ANDES 1 A MAVI(Q);0KM;04/12/2017 13:41:06;PP030421611AR;;C201700245837;8,435;8,480;EXPEDIDO;18972
15003;R;ZAPALA 01 A MAVI           (Q);0KM;04/12/2017 07:39:05;PP030413875AR;512165;c201700245751;7,790;7,810;EXPEDIDO;18969
15003;R;ZAPALA 01 A MAVI           (Q);VERDES;04/12/2017 13:37:14;PP030420995AR;986210;C201700245629;8,990;9,040;EXPEDIDO;18973
15003;R;ZAPALA 01 A MAVI           (Q);0KM;04/12/2017 13:41:17;PP030421639AR;;C201700245838;8,475;8,480;EXPEDIDO;18972
15003;R;ZAPALA 01 A MAVI           (Q);0KM;04/12/2017 13:41:26;PP030421673AR;;C201700245838;8,455;8,385;EXPEDIDO;18972
15003;R;ZAPALA 01 A MAVI           (Q);0KM;04/12/2017 13:41:33;PP030421695AR;;C201700245838;8,530;8,535;EXPEDIDO;18972
15003;R;ZAPALA 01 A MAVI           (Q);0KM;04/12/2017 13:41:41;PP030421713AR;;C201700245838;8,485;8,495;EXPEDIDO;18972
15003;R;ZAPALA 01 A MAVI           (Q);0KM;04/12/2017 13:41:48;PP030421758AR;;C201700245838;8,460;8,475;EXPEDIDO;18972
15003;R;ZAPALA 01 A MAVI           (Q);0KM;04/12/2017 14:25:36;PP030424811AR;512053;C201700245877;5,920;5,910;EXPEDIDO;18976
15003;R;ZAPALA 01 A MAVI           (Q);PACK;04/12/2017 14:39:16;PP030425471AR;1605777;REENVIOC201700210336;0,300;0,260;EXPEDIDO;18977
15007;R;NEUQUEN 04                 (Q);0KM;04/12/2017 13:41:57;PP030421775AR;;C201700245839;8,440;8,485;EXPEDIDO;18972
15007;R;NEUQUEN 04                 (Q);0KM;04/12/2017 13:42:05;PP030421815AR;;C201700245839;8,510;8,545;EXPEDIDO;18972
16001;R;CIPOLLETTI 01 A            (R);0KM;04/12/2017 07:53:20;PP030414417AR;512034;c201700245752;1,525;1,535;EXPEDIDO;18969
16001;R;CIPOLLETTI 01 A            (R);VERDES;04/12/2017 13:26:40;PP030418878AR;986260;C201700245630;2,025;2,105;EXPEDIDO;18973
16001;R;CIPOLLETTI 01 A            (R);0KM;04/12/2017 13:42:15;PP030421832AR;;C201700245840;8,500;9,195;EXPEDIDO;18972
16003;R;GENERAL ROCA 01 A          (R);0KM;04/12/2017 07:45:20;PP030414156AR;512164;c201700245753;2,675;2,770;EXPEDIDO;18969
16003;R;GENERAL ROCA 01 A          (R);VERDES;04/12/2017 13:25:18;PP030418691AR;986211;C201700245631;0,995;1,015;EXPEDIDO;18973
16003;R;GENERAL ROCA 01 A          (R);0KM;04/12/2017 14:01:44;PP030422617AR;512085;C201700245878;3,015;3,025;EXPEDIDO;18976
16005;R;RIO COLORADO 01 A          (R);VERDES;04/12/2017 13:21:23;PP030418498AR;986232;C201700245632;4,420;4,455;EXPEDIDO;18973
16009;R;VILLA REGINA 01 A MAVI     (R);0KM;04/12/2017 07:39:22;PP030413898AR;512157;c201700245754;2,785;2,790;EXPEDIDO;18969
16009;R;VILLA REGINA 01 A MAVI     (R);VERDES;04/12/2017 13:26:57;PP030418935AR;986240;C201700245633;1,515;1,565;EXPEDIDO;18973
16009;R;VILLA REGINA 01 A MAVI     (R);0KM;04/12/2017 13:42:51;PP030421917AR;;C201700245841;8,515;8,535;EXPEDIDO;18972
16009;R;VILLA REGINA 01 A MAVI     (R);0KM;04/12/2017 13:43:00;PP030421934AR;;C201700245841;8,515;8,530;EXPEDIDO;18972
16012;R;GENERAL ROCA 02 B MAVI     (R);0KM;04/12/2017 08:00:43;PP030414791AR;512012;c201700245755;1,425;1,555;EXPEDIDO;18969
16012;R;GENERAL ROCA 02 B MAVI     (R);VERDES;04/12/2017 13:36:28;PP030420810AR;986244;C201700245634;2,835;3,100;EXPEDIDO;18973
16012;R;GENERAL ROCA 02 B MAVI     (R);0KM;04/12/2017 14:25:15;PP030424799AR;512068;C201700245879;2,990;3,305;EXPEDIDO;18976
16013;R;CIPOLLETTI 2-"B"           (R);0KM;04/12/2017 07:40:01;PP030413915AR;512193;c201700245756;6,445;6,480;EXPEDIDO;18969
16013;R;CIPOLLETTI 2-"B"           (R);VERDES;04/12/2017 13:20:58;PP030418453AR;986201;C201700245635;7,155;7,190;EXPEDIDO;18973
16013;R;CIPOLLETTI 2-"B"           (R);VERDES;04/12/2017 13:21:12;PP030418475AR;986281;C201700245635;8,265;8,260;EXPEDIDO;18973
16013;R;CIPOLLETTI 2-"B"           (R);0KM;04/12/2017 13:44:58;PP030422095AR;;C201700245842;8,515;8,525;EXPEDIDO;18972
16013;R;CIPOLLETTI 2-"B"           (R);0KM;04/12/2017 14:21:57;PP030424635AR;512078;C201700245880;5,895;5,915;EXPEDIDO;18976
16014;R;SAN C.DE BARILOCHE 03 A    (R);0KM;04/12/2017 07:50:55;PP030414315AR;512036;c201700245757;5,255;0,000;BAJA;
16014;R;SAN C.DE BARILOCHE 03 A    (R);0KM;04/12/2017 07:52:12;PP030414350AR;512038;c201700245757;5,255;5,260;EXPEDIDO;18969
16014;R;SAN C.DE BARILOCHE 03 A    (R);VERDES;04/12/2017 13:24:18;PP030418612AR;986215;C201700245636;1,015;1,055;EXPEDIDO;18973
16014;R;SAN C.DE BARILOCHE 03 A    (R);0KM;04/12/2017 13:43:11;PP030421951AR;;C201700245843;8,495;8,525;EXPEDIDO;18972
16014;R;SAN C.DE BARILOCHE 03 A    (R);0KM;04/12/2017 14:04:15;PP030422890AR;512095;C201700245881;5,965;5,945;EXPEDIDO;18976
16017;R;CINCO SALTOS               (R);0KM;04/12/2017 07:42:41;PP030414010AR;512129;c201700245758;1,565;1,575;EXPEDIDO;18969
16017;R;CINCO SALTOS               (R);VERDES;04/12/2017 13:38:18;PP030421174AR;986269;C201700245637;2,585;2,610;EXPEDIDO;18973
16017;R;CINCO SALTOS               (R);0KM;04/12/2017 13:44:47;PP030422078AR;;C201700245844;8,490;8,515;EXPEDIDO;18972
17001;R;CAFAYATE 01 A MAVI         (A);VERDES;04/12/2017 13:21:37;PP030418515AR;986227;C201700245638;0,645;0,645;EXPEDIDO;18973
17006;R;SALTA 02 B                 (A);0KM;04/12/2017 07:41:50;PP030413955AR;512128;c201700245759;1,490;1,515;EXPEDIDO;18969
17006;R;SALTA 02 B                 (A);VERDES;04/12/2017 13:24:08;PP030418590AR;986218;C201700245639;0,695;0,715;EXPEDIDO;18973
17006;R;SALTA 02 B                 (A);0KM;04/12/2017 13:43:23;PP030421979AR;;C201700245845;8,480;8,505;EXPEDIDO;18972
19003;R;SAN LUIS 01 A MAVI         (D);PACK;04/12/2017 11:46:29;PP030416355AR;174374;A201700020129;0,375;0,305;EXPEDIDO;18970
19006;R;VILLA MERCEDES 02 B        (D);VERDES;04/12/2017 13:35:24;PP030420616AR;986222;C201700245640;3,295;3,425;EXPEDIDO;18973
19006;R;VILLA MERCEDES 02 B        (D);0KM;04/12/2017 13:43:37;PP030421996AR;;C201700245846;8,455;8,485;EXPEDIDO;18972
19006;R;VILLA MERCEDES 02 B        (D);0KM;04/12/2017 14:22:25;PP030424652AR;512098;C201700245882;5,895;5,905;EXPEDIDO;18976
20001;R;CALETA OLIVIA 01 MAVI;0KM;04/12/2017 07:44:12;PP030414099AR;512172;c201700245760;1,465;1,570;EXPEDIDO;18969
20001;R;CALETA OLIVIA 01 MAVI;VERDES;04/12/2017 13:36:13;PP030420752AR;986243;C201700245641;2,270;2,275;EXPEDIDO;18973
20001;R;CALETA OLIVIA 01 MAVI;0KM;04/12/2017 13:44:15;PP030422033AR;;C201700245847;8,475;8,480;EXPEDIDO;18972
20002;R;RIO GALLEGOS 01 A          (Z);VERDES;04/12/2017 13:35:13;PP030420559AR;986235;C201700245642;4,345;4,385;EXPEDIDO;18973
20004;R;PUERTO DESEADO 01 A MAVI   (Z);VERDES;04/12/2017 13:36:40;PP030420854AR;986246;C201700245643;0,685;0,710;EXPEDIDO;18973
21002;R;CA¥ADA DE GOMEZ 01         (S);0KM;04/12/2017 07:42:23;PP030413990AR;512131;c201700245761;2,755;2,835;EXPEDIDO;18969
21002;R;CA¥ADA DE GOMEZ 01         (S);0KM;04/12/2017 13:44:35;PP030422055AR;;C201700245848;8,515;8,560;EXPEDIDO;18972
21004;R;CERES 01 A MAVI            (S);0KM;04/12/2017 13:45:45;PP030422152AR;;C201700245849;8,505;8,540;EXPEDIDO;18972
21006;R;CHA¥AR LADEADO 01 A        (S);VERDES;04/12/2017 13:23:06;PP030418538AR;986233;C201700245644;2,185;2,185;EXPEDIDO;18973
21007;R;ESPERANZA 01 A             (S);VERDES;04/12/2017 13:37:52;PP030421090AR;986212;C201700245645;1,215;1,225;EXPEDIDO;18973
21008;R;GALVEZ 01 A                (S);0KM;04/12/2017 07:42:05;PP030413972AR;512114;c201700245762;1,600;1,640;EXPEDIDO;18969
21008;R;GALVEZ 01 A                (S);VERDES;04/12/2017 13:23:52;PP030418572AR;986293;C201700245646;2,560;2,560;EXPEDIDO;18973
21008;R;GALVEZ 01 A                (S);0KM;04/12/2017 13:45:30;PP030422135AR;;C201700245850;8,530;8,525;EXPEDIDO;18972
21010;R;LAS ROSAS 01 A             (S);0KM;04/12/2017 07:46:01;PP030414195AR;512120;c201700245763;5,200;5,115;EXPEDIDO;18969
21010;R;LAS ROSAS 01 A             (S);VERDES;04/12/2017 13:31:05;PP030419652AR;986491;C201700245647;8,875;8,945;EXPEDIDO;18973
21010;R;LAS ROSAS 01 A             (S);0KM;04/12/2017 13:45:19;PP030422118AR;;C201700245851;8,500;8,535;EXPEDIDO;18972
21010;R;LAS ROSAS 01 A             (S);0KM;04/12/2017 14:03:03;PP030422775AR;512083;C201700245883;3,040;3,020;EXPEDIDO;18976
21011;R;RAFAELA 01                 (S);PACK;04/12/2017 11:45:49;PP030416214AR;174353;A201700020112;0,585;0,505;EXPEDIDO;18970
21011;R;RAFAELA 01                 (S);VERDES;04/12/2017 13:35:58;PP030420718AR;986236;C201700245648;0,310;1,245;EXPEDIDO;18973
21012;R;RECONQUISTA 01             (S);0KM;04/12/2017 07:43:00;PP030414037AR;512511;c201700245764;4,005;4,000;EXPEDIDO;18969
21012;R;RECONQUISTA 01             (S);VERDES;04/12/2017 13:32:15;PP030419895AR;986220;C201700245649;5,605;5,665;EXPEDIDO;18973
21012;R;RECONQUISTA 01             (S);0KM;04/12/2017 13:46:10;PP030422197AR;;C201700245852;8,500;8,535;EXPEDIDO;18972
21012;R;RECONQUISTA 01             (S);0KM;04/12/2017 13:46:19;PP030422210AR;;C201700245852;8,495;8,645;EXPEDIDO;18972
21012;R;RECONQUISTA 01             (S);0KM;04/12/2017 13:46:26;PP030422237AR;;C201700245852;8,510;8,525;EXPEDIDO;18972
21029;R;VILLA CONSTITUCION 01 A;0KM;04/12/2017 07:47:15;PP030414258AR;512133;c201700245765;1,415;1,470;EXPEDIDO;18969
21029;R;VILLA CONSTITUCION 01 A;VERDES;04/12/2017 13:32:27;PP030419958AR;986300;C201700245650;4,425;4,455;EXPEDIDO;18973
21029;R;VILLA CONSTITUCION 01 A;0KM;04/12/2017 13:47:00;PP030422299AR;;C201700245853;8,510;8,430;EXPEDIDO;18972
21030;R;FIRMAT 01 A;VERDES;04/12/2017 13:23:27;PP030418555AR;986274;C201700245651;2,555;2,540;EXPEDIDO;18973
21042;R;ROSARIO 07                 (S);VERDES;04/12/2017 13:35:36;PP030420655AR;986238;C201700245653;0,995;1,035;EXPEDIDO;18973
21046;R;VENADO TUERTO 02           (S);VERDES;04/12/2017 13:40:01;PP030421418AR;1595550;cca328394;0,585;0,610;EXPEDIDO;18973
21048;R;SAN LORENZO 02             (S);VERDES;04/12/2017 13:37:01;PP030420939AR;986275;C201700245654;1,725;1,775;EXPEDIDO;18973
21048;R;SAN LORENZO 02             (S);0KM;04/12/2017 13:46:00;PP030422170AR;;C201700245854;8,515;8,540;EXPEDIDO;18972
21051;R;RAFAELA 03                 (S);VERDES;04/12/2017 13:35:46;PP030420678AR;986216;C201700245655;1,000;0,995;EXPEDIDO;18973
21054;R;ARROYO SECO 02 B           (S);VERDES;04/12/2017 13:39:32;PP030421333AR;1595542;cca328385;0,305;0,345;EXPEDIDO;18973
21056;R;ROSARIO 13                 (S);0KM;04/12/2017 07:51:24;PP030414332AR;512007;c201700245766;4,015;4,340;EXPEDIDO;18969
21056;R;ROSARIO 13                 (S);VERDES;04/12/2017 13:34:51;PP030420474AR;986270;C201700245656;0,915;1,065;EXPEDIDO;18973
21058;R;ROSARIO 15                 (S);VERDES;04/12/2017 13:37:26;PP030421015AR;986256;C201700245657;1,505;1,510;EXPEDIDO;18973
21059;R;ROSARIO 16                 (S);0KM;04/12/2017 07:43:33;PP030414054AR;512143;C201700245767;2,845;2,875;EXPEDIDO;18969
21059;R;ROSARIO 16                 (S);VERDES;04/12/2017 13:32:40;PP030419992AR;986296;C201700245658;3,185;3,285;EXPEDIDO;18973
21062;R;CAÑADA DE GOMEZ 02 B       (S);VERDES;04/12/2017 14:23:35;PP030424710AR;986487;C201700241776;4,005;4,035;EXPEDIDO;18975
21067;R;RECONQUISTA 02             (S);0KM;04/12/2017 07:43:54;PP030414071AR;512102;c201700245768;2,720;2,715;EXPEDIDO;18969
21067;R;RECONQUISTA 02             (S);VERDES;04/12/2017 13:34:28;PP030420372AR;986292;C201700245659;1,825;1,830;EXPEDIDO;18973
21067;R;RECONQUISTA 02             (S);0KM;04/12/2017 13:46:40;PP030422254AR;;C201700245855;8,505;8,935;EXPEDIDO;18972
21067;R;RECONQUISTA 02             (S);0KM;04/12/2017 13:46:49;PP030422271AR;;C201700245855;8,525;8,535;EXPEDIDO;18972
21067;R;RECONQUISTA 02             (S);AZULES;04/12/2017 15:15:52;PP030428597AR;1524143;reenvio;0,045;0,075;EXPEDIDO;18981
21068;R;ROSARIO 17                 (S);VERDES;04/12/2017 13:35:02;PP030420514AR;986291;C201700245661;0,915;0,945;EXPEDIDO;18973
21068;R;ROSARIO 17                 (S);VERDES;04/12/2017 13:37:39;PP030421055AR;986245;C201700245660;0,670;0,825;EXPEDIDO;18973
21068;R;ROSARIO 17                 (S);0KM;04/12/2017 13:47:25;PP030422311AR;;C201700245856;8,505;8,535;EXPEDIDO;18972
21073;R;VILLA GOBERNADOR GALVEZ 01 A;0KM;04/12/2017 07:52:42;PP030414377AR;512030;c201700245769;1,400;1,465;EXPEDIDO;18969
21073;R;VILLA GOBERNADOR GALVEZ 01 A;VERDES;04/12/2017 13:36:50;PP030420899AR;986297;C201700245662;0,985;1,080;EXPEDIDO;18973
22001;R;A¥ATUYA 01 A               (G);VERDES;04/12/2017 13:16:17;PP030418056AR;986476;C201700245663;1,715;1,750;EXPEDIDO;18973
22001;R;A¥ATUYA 01 A               (G);0KM;04/12/2017 13:47:55;PP030422373AR;;C201700245857;8,515;8,550;EXPEDIDO;18972
22001;R;A¥ATUYA 01 A               (G);0KM;04/12/2017 14:02:43;PP030422736AR;512084;C201700245884;3,035;3,045;EXPEDIDO;18976
22003;R;SANTIAGO DEL ESTERO 01     (G);PACK;04/12/2017 11:50:30;PP030416934AR;174351;A201700020140;0,365;0,330;EXPEDIDO;18970
22005;R;TINTINA 01 A               (G);0KM;04/12/2017 07:44:39;PP030414111AR;512108;c201700245770;5,155;5,170;EXPEDIDO;18969
22005;R;TINTINA 01 A               (G);VERDES;04/12/2017 11:37:49;PP030415372AR;986478;C201700245664;3,535;3,635;EXPEDIDO;18973
22005;R;TINTINA 01 A               (G);PACK;04/12/2017 11:48:31;PP030416735AR;174646;A201700020113;1,490;1,415;EXPEDIDO;18970
22005;R;TINTINA 01 A               (G);0KM;04/12/2017 14:04:48;PP030422957AR;512086;C201700245885;8,770;8,900;EXPEDIDO;18976
23009;R;YERBA BUENA 01 A;VERDES;04/12/2017 11:37:06;PP030415355AR;986488;C201700245665;4,350;4,375;EXPEDIDO;18973
23012;R;JUAN BAUTISTA ALBERDI;0KM;04/12/2017 07:44:57;PP030414139AR;512130;c201700245771;4,050;4,095;EXPEDIDO;18969
23012;R;JUAN BAUTISTA ALBERDI;0KM;04/12/2017 08:01:08;PP030414814AR;512025;c201700245772;5,255;6,465;EXPEDIDO;18969
23012;R;JUAN BAUTISTA ALBERDI;VERDES;04/12/2017 13:17:11;PP030418158AR;986500;C201700245666;0,995;1,095;EXPEDIDO;18973
23012;R;JUAN BAUTISTA ALBERDI;VERDES;04/12/2017 13:19:19;PP030418334AR;986438;C201700245667;0,995;0,975;EXPEDIDO;18973
23012;R;JUAN BAUTISTA ALBERDI;0KM;04/12/2017 13:47:35;PP030422339AR;;C201700245858;8,445;8,680;EXPEDIDO;18972
23012;R;JUAN BAUTISTA ALBERDI;0KM;04/12/2017 13:47:43;PP030422356AR;;C201700245858;8,505;9,350;EXPEDIDO;18972
23012;R;JUAN BAUTISTA ALBERDI;0KM;04/12/2017 14:05:08;PP030422991AR;512029;C201700245886;11,715;12,005;EXPEDIDO;18976
24001;R;RIO GRANDE 01 A            (V);0KM;04/12/2017 07:46:25;PP030414213AR;512196;c201700245773;8,845;8,850;EXPEDIDO;18969
24001;R;RIO GRANDE 01 A            (V);0KM;04/12/2017 13:48:11;PP030422395AR;;C201700245859;8,425;8,415;EXPEDIDO;18972
24001;R;RIO GRANDE 01 A            (V);0KM;04/12/2017 13:48:20;PP030422413AR;;C201700245859;8,405;8,460;EXPEDIDO;18972
24001;R;RIO GRANDE 01 A            (V);0KM;04/12/2017 13:48:27;PP030422435AR;;C201700245859;8,395;9,160;EXPEDIDO;18972
24001;R;RIO GRANDE 01 A            (V);0KM;04/12/2017 13:48:34;PP030422458AR;;C201700245859;8,465;8,330;EXPEDIDO;18972
24001;R;RIO GRANDE 01 A            (V);0KM;04/12/2017 13:48:42;PP030422475AR;;C201700245859;8,490;9,355;EXPEDIDO;18972
24004;R;USHUAIA 2                  (V);PACK;04/12/2017 11:47:57;PP030416639AR;174562;A201700020137;0,415;0,310;EXPEDIDO;18970
24005;R;RIO GRANDE 03              (V);PACK;04/12/2017 11:49:35;PP030416850AR;512309;A201700020130;0,325;0,235;EXPEDIDO;18970
